更新时间,#genre#
CCTV13,http://183.130.30.174:8808/rtp/233.50.201.246:5140$组播源
CCTV13,http://60.7.56.33:4000/rtp/239.253.92.13:8008$组播源
CCTV13,http://60.210.100.54:352/tsfile/live/0013_1.m3u8$订阅源
CCTV13,http://116.117.104.39:8096/tsfile/live/0013_1.m3u8$订阅源
CCTV13,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8$订阅源
CCTV14,http://221.221.167.14:8888/rtp/239.3.1.65:8132$组播源
CCTV14,http://60.7.56.33:4000/rtp/239.253.92.198:6063$组播源
CCTV14,http://183.130.30.174:8808/rtp/233.50.201.124:5140$组播源
CCTV14,http://123.113.249.203:8888/udp/239.3.1.65:8132$订阅源
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8$订阅源
CCTV14,http://221.213.69.82:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV15,http://183.130.30.174:8808/rtp/233.50.201.15:5140$组播源
CCTV15,http://221.221.167.14:8888/rtp/239.3.1.153:8136$组播源
CCTV15,http://60.7.56.33:4000/rtp/239.253.93.154:6322$组播源
CCTV15,http://221.0.78.198:1681/hls/10215/index.m3u8$订阅源
CCTV15,http://223.241.247.214:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://123.166.61.70:8003/hls/44/index.m3u8$订阅源
CCTV16,http://123.113.189.90:8001/rtp/239.3.1.184:8001$组播源
CCTV16,http://221.221.167.14:8888/rtp/239.3.1.184:8001$组播源
CCTV16,http://222.129.139.91:8888/rtp/239.3.1.184:8001$组播源
CCTV16,http://123.113.249.203:8888/udp/239.3.1.183:8001$订阅源
CCTV16,http://123.166.61.70:8003/hls/16/index.m3u8$订阅源
CCTV16,http://123.118.159.0:8686/udp/239.3.1.184:8001$订阅源
CCTV17,http://60.7.56.33:4000/rtp/239.253.93.150:6318$组播源
CCTV17,http://123.113.189.90:8001/rtp/239.3.1.151:8144$组播源
CCTV17,http://221.221.167.14:8888/rtp/239.3.1.151:8144$组播源
CCTV17,http://58.48.37.158:1111/tsfile/live/0017_1.m3u8$订阅源
CCTV17,http://120.234.5.29:6000/udp/239.20.0.7:3376$订阅源
CCTV17,http://123.129.70.178:9901/tsfile/live/0017_1.m3u8$订阅源

卫视频道(ipv4区),#genre#
广东卫视,http://www.furymax.top:85/rtp/239.254.96.140:8914$组播源
广东卫视,http://221.221.167.14:8888/rtp/239.3.1.142:8048$组播源
广东卫视,http://221.221.162.225:8888/rtp/239.3.1.142:8048$组播源
广东卫视,http://112.102.217.173:9003//hls/42/index.m3u8$订阅源
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws$订阅源
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://58.252.12.164:8000/rtp/239.77.0.130:5146$组播源
深圳卫视,http://221.221.162.225:8888/rtp/239.3.1.134:8020$组播源
深圳卫视,http://www.furymax.top:85/rtp/239.254.96.137:8896$组播源
深圳卫视,http://zisong2014.oicp.net:4022/udp/225.1.1.117:5002$订阅源
深圳卫视,http://119.36.148.115:59901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8$订阅源
湖南卫视,http://221.221.167.14:8888/rtp/239.3.1.132:8012$组播源
湖南卫视,http://www.furymax.top:85/rtp/239.254.96.139:8908$组播源
湖南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.132:8012$组播源
湖南卫视,http://123.138.22.30:9901/tsfile/live/0128_1.m3u8$订阅源
湖南卫视,http://117.27.190.42:9998/tsfile/live/23276_1.m3u8$订阅源
湖南卫视,http://120.0.52.241:8086/tsfile/live/0128_1.m3u8$订阅源
湖北卫视,http://222.129.139.91:8888/rtp/239.3.1.138:8044$组播源
湖北卫视,http://221.221.167.14:8888/rtp/239.3.1.138:8044$组播源
湖北卫视,http://60.7.56.33:4000/rtp/239.253.92.210:6567$组播源
湖北卫视,http://220.164.192.48:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
湖北卫视,http://202.100.46.58:9901/tsfile/live/1025_1.m3u8$订阅源
湖北卫视,http://121.33.239.242:9901/tsfile/live/38726_1.m3u8$订阅源
江苏卫视,http://221.221.167.14:8888/rtp/239.3.1.135:8028$组播源
江苏卫视,http://www.furymax.top:85/rtp/239.69.1.174:10680$组播源
江苏卫视,http://60.7.56.33:4000/rtp/239.253.92.88:8018$组播源
江苏卫视,http://202.100.46.58:9901/tsfile/live/1020_1.m3u8$订阅源
江苏卫视,http://218.89.240.144:59901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws$订阅源
东方卫视,http://221.221.167.14:8888/rtp/239.3.1.136:8032$组播源
东方卫视,http://www.furymax.top:85/rtp/239.69.1.173:10674$组播源
东方卫视,http://www.furymax.top:85/rtp/239.254.96.142:8926$组播源
东方卫视,http://119.163.199.98:9901/tsfile/live/0107_1.m3u8$订阅源
东方卫视,http://111.61.236.247:9081/hls/40/index.m3u8$订阅源
东方卫视,http://218.3.138.25:1111/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
北京卫视,http://111.196.191.248:5555/rtp/239.3.1.241:8000$组播源
北京卫视,http://221.221.167.14:8888/rtp/239.3.1.241:8000$组播源
北京卫视,http://www.furymax.top:85/rtp/239.254.96.141:8920$组播源
北京卫视,http://111.199.234.10:18888/udp/239.3.1.241:8000$订阅源
北京卫视,http://120.0.52.241:8086/tsfile/live/0122_2.m3u8$订阅源
北京卫视,http://222.129.139.91:8888/udp/239.3.1.241:8000$订阅源
安徽卫视,http://222.129.139.91:8888/rtp/239.3.1.211:8064$组播源
安徽卫视,http://221.221.167.14:8888/rtp/239.3.1.211:8064$组播源
安徽卫视,http://60.7.56.33:4000/rtp/239.253.92.209:6566$组播源
安徽卫视,http://112.102.217.173:9003//hls/43/index.m3u8$订阅源
安徽卫视,http://58.220.219.14:9901/tsfile/live/0130_1.m3u8$订阅源
安徽卫视,http://221.4.143.70:8114/GD.m3u8?Authinfo=3UIdt2abayxf8rFfx3%2Fqx2miuIOH3g5uu1h2fY%2BnTSGIYDU7%2BNd8EI%2ByIHY3M%2BeR&Fsv_cid=9849&FvSeid=16421070&Fsv_ctype=LIVES&Fsv_chan_hls_se_idx=&Provider_id=GD_CUCC&Pcontent_id=G_ANHUI-CQ$订阅源
兵团卫视,http://coolcat.synology.me:4022/rtp/239.3.1.144:4120$组播源
兵团卫视,http://zisong2014.oicp.net:4022/udp/225.1.1.57:5002$订阅源
兵团卫视,http://222.129.139.91:8888/udp/239.3.1.144:4120$订阅源
兵团卫视,http://116.117.104.39:8096/tsfile/live/0115_1.m3u8$订阅源
重庆卫视,http://60.7.56.33:4000/rtp/239.253.92.10:6053$组播源
重庆卫视,http://221.221.162.225:8888/rtp/239.3.1.122:8160$组播源
重庆卫视,http://www.furymax.top:85/rtp/239.69.1.149:10530$组播源
重庆卫视,http://222.129.139.229:8888/udp/239.3.1.122:8160$订阅源
重庆卫视,http://123.113.249.203:8888/udp/239.3.1.122:8160$订阅源
重庆卫视,http://218.89.240.144:59901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://60.7.56.33:4000/rtp/239.253.92.201:6146$组播源
东南卫视,http://www.furymax.top:85/rtp/239.69.1.108:10286$组播源
东南卫视,http://221.221.167.14:8888/rtp/239.3.1.156:8148$组播源
东南卫视,http://58.220.219.14:9901/tsfile/live/0137_1.m3u8$订阅源
东南卫视,http://wouu.net:9977/udp/239.93.0.42:5140$订阅源
东南卫视,http://114.252.238.87:8000/udp/239.3.1.156:8148$订阅源
甘肃卫视,http://coolcat.synology.me:4022/rtp/239.3.1.49:8188$组播源
甘肃卫视,http://223.241.247.214:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://58.220.219.14:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://zisong2014.oicp.net:4022/udp/225.1.1.30:5002$订阅源
广西卫视,http://60.7.56.33:4000/rtp/239.253.92.76:8043$组播源
广西卫视,http://www.furymax.top:85/rtp/239.69.1.191:10788$组播源
广西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.39:8300$组播源
广西卫视,http://116.117.104.29:8096/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://ha.xushining.com:50000/udp/225.1.2.81:5002$订阅源
广西卫视,http://222.129.139.229:8888/udp/239.3.1.39:8300$订阅源
贵州卫视,http://222.129.139.91:8888/rtp/239.3.1.149:8076$组播源
贵州卫视,http://221.221.167.14:8888/rtp/239.3.1.149:8076$组播源
贵州卫视,http://60.7.56.33:4000/rtp/239.253.92.105:6055$组播源
贵州卫视,http://119.163.199.98:9901/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://221.221.167.14:8888/udp/239.3.1.149:8076$订阅源
贵州卫视,http://222.134.245.16:9901/tsfile/live/0120_1.m3u8$订阅源
河北卫视,http://www.furymax.top:85/rtp/239.69.1.157:10578$组播源
河北卫视,http://221.221.167.14:8888/rtp/239.3.1.148:8072$组播源
河北卫视,http://222.129.139.91:8888/rtp/239.3.1.148:8072$组播源
河北卫视,http://120.0.52.162:8086/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://114.252.238.87:8000/udp/239.3.1.148:8072$订阅源
河北卫视,http://221.221.162.225:8888/udp/239.3.1.148:8072$订阅源
黑龙江卫视,http://221.221.162.225:8888/rtp/239.3.1.133:8016$组播源
黑龙江卫视,http://222.129.139.91:8888/rtp/239.3.1.133:8016$组播源
黑龙江卫视,http://www.furymax.top:85/rtp/239.254.96.138:8902$组播源
黑龙江卫视,http://119.36.148.115:59901/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://60.12.183.46:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
黑龙江卫视,http://123.113.187.204:8000/udp/239.3.1.133:8016$订阅源
河南卫视,http://60.7.56.33:4000/rtp/239.253.92.137:6144$组播源
河南卫视,http://www.furymax.top:85/rtp/239.69.1.168:10644$组播源
河南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.27:8128$组播源
河南卫视,http://114.252.238.87:8000/udp/239.3.1.27:8128$订阅源
河南卫视,http://182.92.109.190:1668/72/72.php?id=hnws$订阅源
河南卫视,http://221.2.148.205:8154/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江西卫视,http://221.221.167.14:8888/rtp/239.3.1.123:8164$组播源
江西卫视,http://www.furymax.top:85/rtp/239.69.1.126:10394$组播源
江西卫视,http://60.7.56.33:4000/rtp/239.253.92.19:6145$组播源
江西卫视,http://222.129.139.91:8888/udp/239.3.1.123:8164$订阅源
江西卫视,https://api.livednow.org/migu/783847495?sign=gAAAAABnJcJqSxNO7cIGHJVGiP23aVwddpa5-Uj611uPtb-B59dmlhqB3KvALkxWK9erVikPtvf_CCUy-Au9GrH8x09UkoWAVcBYsPpl04DfI8C5xmP2Ngry7LvN4nkLgM8jrTQCdSw9JqYxvBS4kcEsKcXaalufeTRy0B0gmPvBMYA0qBe5eBDbavp1kUzTq7bdpM9UGmek_DpYICCnOXAceQXch1tdhw%3D%3D$订阅源
江西卫视,http://221.221.162.225:8888/udp/239.3.1.123:8164$订阅源
吉林卫视,http://221.221.162.225:8888/rtp/239.3.1.240:8172$组播源
吉林卫视,http://60.7.56.33:4000/rtp/239.253.92.202:6147$组播源
吉林卫视,http://www.furymax.top:85/rtp/239.69.1.212:10914$组播源
吉林卫视,http://123.138.22.30:9901/tsfile/live/0116_1.m3u8$订阅源
吉林卫视,http://221.221.162.225:8888/udp/239.3.1.240:8172$订阅源
吉林卫视,http://120.0.52.238:8086/tsfile/live/0116_1.m3u8$订阅源
辽宁卫视,http://www.furymax.top:85/rtp/239.69.1.71:10066$组播源
辽宁卫视,http://60.7.56.33:4000/rtp/239.253.92.115:6056$组播源
辽宁卫视,http://221.221.162.225:8888/rtp/239.3.1.210:8056$组播源
辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8$订阅源
辽宁卫视,http://123.113.187.204:8000/udp/239.3.1.210:8056$订阅源
辽宁卫视,http://117.27.190.42:9998/tsfile/live/23253_1.m3u8$订阅源
内蒙古卫视,http://coolcat.synology.me:4022/rtp/239.3.1.43:8176$组播源
内蒙古卫视,http://121.33.239.242:9901/tsfile/live/0109_1.m3u8$订阅源
内蒙古卫视,http://123.118.159.0:8686/udp/239.3.1.43:8176$订阅源
内蒙古卫视,http://223.166.234.19:7777/tsfile/live/0109_1.m3u8$订阅源
宁夏卫视,http://coolcat.synology.me:4022/rtp/239.3.1.46:8124$组播源
宁夏卫视,http://123.113.249.203:8888/udp/239.3.1.46:8124$订阅源
宁夏卫视,http://119.36.148.115:59901/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://223.166.234.215:7777/tsfile/live/0112_1.m3u8$订阅源
青海卫视,http://coolcat.synology.me:4022/rtp/239.3.1.44:8184$组播源
青海卫视,http://123.113.187.204:8000/udp/239.3.1.44:8184$订阅源
青海卫视,http://123.113.249.203:8888/udp/239.3.1.44:8184$订阅源
青海卫视,http://223.166.234.215:7777/tsfile/live/0140_1.m3u8$订阅源
山东卫视,http://www.furymax.top:85/rtp/239.69.1.69:10054$组播源
山东卫视,http://222.129.139.91:8888/rtp/239.3.1.209:8052$组播源
山东卫视,http://221.221.167.14:8888/rtp/239.3.1.209:8052$组播源
山东卫视,http://60.210.100.54:352/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://123.113.187.204:8000/udp/239.3.1.209:8052$订阅源
山东卫视,http://27.40.16.69:8114/GD.m3u8?Authinfo=3UIdt2abayxf8rFfx3%2Fqx4%2BfIJoJ9xhIZtB7lTaNNRIK%2FaaYdDcISxv3UG%2B8lRAe&Fsv_cid=4249&FvSeid=50749660&Fsv_ctype=LIVES&Fsv_chan_hls_se_idx=&Provider_id=GD_CUCC&Pcontent_id=G_SHANDONG-CQ$订阅源
山西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.42:8172$组播源
山西卫视,http://111.61.236.247:9081/hls/47/index.m3u8$订阅源
山西卫视,http://114.252.238.87:8000/udp/239.3.1.42:8172$订阅源
山西卫视,http://119.36.148.115:59901/tsfile/live/0118_1.m3u8$订阅源
陕西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.41:8140$组播源
陕西卫视,http://111.199.234.10:18888/udp/239.3.1.41:8140$订阅源
陕西卫视,http://113.57.20.158:9901/tsfile/live/1013_1.m3u8$订阅源
陕西卫视,http://60.12.183.46:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
四川卫视,http://www.furymax.top:85/rtp/239.69.1.169:10650$组播源
四川卫视,http://60.7.56.33:4000/rtp/239.253.92.16:6043$组播源
四川卫视,http://coolcat.synology.me:4022/rtp/239.3.1.29:8288$组播源
四川卫视,http://220.164.192.48:50085/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
四川卫视,http://222.134.245.16:9901/tsfile/live/0123_1.m3u8$订阅源
四川卫视,http://114.252.235.176:8000/udp/239.3.1.29:8288$订阅源
天津卫视,http://222.129.139.91:8888/rtp/239.3.1.141:1234$组播源
天津卫视,http://60.7.56.33:4000/rtp/239.253.92.91:8021$组播源
天津卫视,http://www.furymax.top:85/rtp/239.69.1.68:10048$组播源
天津卫视,http://116.117.104.242:8096/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://fangke.blueswords.com:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://120.0.52.238:8086/tsfile/live/0135_1.m3u8$订阅源
海南卫视,http://www.furymax.top:85/rtp/239.69.1.151:10542$组播源
海南卫视,http://60.7.56.33:4000/rtp/239.253.93.155:6323$组播源
海南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.45:8304$组播源
海南卫视,http://58.48.37.158:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
海南卫视,http://111.199.234.10:18888/udp/239.3.1.45:8304$订阅源
海南卫视,http://61.157.139.15:9901/tsfile/live/2404_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://coolcat.synology.me:4022/rtp/239.3.1.48:8160$组播源
新疆卫视,http://wouu.net:9977/udp/239.93.0.194:5140$订阅源
新疆卫视,http://61.138.128.226:19901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://112.102.217.173:9003//hls/64/index.m3u8$订阅源
西藏卫视,http://coolcat.synology.me:4022/rtp/239.3.1.47:8164$组播源
西藏卫视,http://221.221.162.225:8888/udp/239.3.1.47:8164$订阅源
西藏卫视,http://112.102.217.173:9003//hls/58/index.m3u8$订阅源
西藏卫视,http://119.36.148.115:59901/tsfile/live/0111_1.m3u8$订阅源
延边卫视,http://tvbox6.com/tv/bfgd.php?id=117$订阅源
延边卫视,http://live.nctv.top/6688/bfgd.php?id=117$订阅源
延边卫视,http://112.102.217.173:9003//hls/65/index.m3u8$订阅源
云南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.26:8108$组播源
云南卫视,http://223.166.234.19:7777/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://119.36.148.115:59901/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://121.33.239.242:9901/tsfile/live/0119_1.m3u8$订阅源
浙江卫视,http://221.221.167.14:8888/rtp/239.3.1.137:8036$组播源
浙江卫视,http://60.7.56.33:4000/rtp/239.253.92.90:8020$组播源
浙江卫视,http://www.furymax.top:85/rtp/239.254.96.143:8932$组播源
浙江卫视,http://112.102.217.173:9003//hls/40/index.m3u8$订阅源
浙江卫视,http://114.252.235.176:8000/udp/239.3.1.137:8036$订阅源
浙江卫视,http://58.220.219.14:9901/tsfile/live/0124_1.m3u8$订阅源

广东区域,#genre#
汕头综合,http://125.94.180.231:8686/udp/239.77.1.130:5146$订阅源
汕头经济,http://125.94.180.231:8686/udp/239.77.1.131:5146$订阅源
汕头文旅,http://125.94.180.231:8686/udp/239.77.1.132:5146$订阅源
广东新闻,http://183.3.134.56:9901/tsfile/live/1005_1.m3u8$订阅源
广东新闻,http://121.33.239.242:9901/tsfile/live/1008_1.m3u8$订阅源
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8$订阅源
广东民生,http://mom.cloudns.be:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东民生,http://121.33.239.242:9901/tsfile/live/1003_1.m3u8$订阅源
广东民生,http://58.252.12.164:8000/udp/239.77.0.225:5146$订阅源
广东珠江,http://121.33.239.242:9901/tsfile/live/1007_1.m3u8$订阅源
广东珠江,http://mom.cloudns.be:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东珠江,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=zhujiang$订阅源
广东体育,http://183.3.134.56:9901/tsfile/live/0142_1.m3u8$订阅源
广东体育,http://58.252.12.164:8000/udp/239.77.0.112:5146$订阅源
广东体育,http://121.33.239.242:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广州影视,https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=074974bc25835d38fda6936ae40aabe9&txTime=193108637cb$订阅源
广州影视,http://58.252.12.164:8000/udp/239.253.43.73:5146$订阅源
广州影视,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4$订阅源
广州新闻,https://tencentplaywebsite.gztv.com/live/xinwen.m3u8?txSecret=c53d0e4d014632321a8e0efd6abecda4&txTime=193108637cb$订阅源
广州新闻,http://58.252.12.164:8000/udp/239.253.43.72:5146$订阅源
广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8$订阅源
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8$订阅源
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=751b5ecd94a0d9d34c7e37e25bb8b27a&txTime=193108637cb$订阅源
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=dce137597806f62ae6fdfc40328a336e&txTime=191b5fc1c86$订阅源

📥其它频道,#genre#
厦门卫视,http://coolcat.synology.me:4022/rtp/239.3.1.143:4120$组播源
